"Station Name","HAMILTON RBG CS"
"Province","ONTARIO"
"Latitude","43.29"
"Longitude","-79.91"
"Elevation","102.00"
"Climate Identifier","6153301"
"WMO Identifier","71297"
"TC Identifier","XHM"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2015-06-01 00:00","2015","06","01","00:00"," ","8.3","","5.0","","80","","5","","11","","","","100.97","","","","","","NA"
"2015-06-01 01:00","2015","06","01","01:00"," ","8.5","","4.9","","78","","8","","8","","","","100.93","","","","","","NA"
"2015-06-01 02:00","2015","06","01","02:00"," ","8.8","","4.9","","77","","6","","7","","","","100.91","","","","","","NA"
"2015-06-01 03:00","2015","06","01","03:00"," ","8.8","","5.0","","77","","6","","5","","","","100.87","","","","","","NA"
"2015-06-01 04:00","2015","06","01","04:00"," ","8.9","","5.4","","78","","4","","5","","","","100.85","","","","","","NA"
"2015-06-01 05:00","2015","06","01","05:00"," ","9.0","","5.9","","81","","11","","3","","","","100.92","","","","","","NA"
"2015-06-01 06:00","2015","06","01","06:00"," ","9.4","","4.6","","72","","2","","7","","","","100.92","","","","","","NA"
"2015-06-01 07:00","2015","06","01","07:00"," ","10.1","","4.8","","70","","3","","9","","","","100.96","","","","","","NA"
"2015-06-01 08:00","2015","06","01","08:00"," ","11.0","","4.9","","66","","4","","9","","","","100.97","","","","","","NA"
"2015-06-01 09:00","2015","06","01","09:00"," ","11.8","","5.8","","67","","6","","12","","","","100.99","","","","","","NA"
"2015-06-01 10:00","2015","06","01","10:00"," ","12.4","","6.3","","66","","6","","4","","","","101.01","","","","","","NA"
"2015-06-01 11:00","2015","06","01","11:00"," ","12.1","","6.8","","70","","12","","8","","","","101.04","","","","","","NA"
"2015-06-01 12:00","2015","06","01","12:00"," ","13.9","","8.3","","69","","13","","9","","","","101.01","","","","","","NA"
"2015-06-01 13:00","2015","06","01","13:00"," ","13.4","","7.1","","66","","11","","10","","","","100.99","","","","","","NA"
"2015-06-01 14:00","2015","06","01","14:00"," ","13.7","","7.0","","64","","7","","7","","","","100.98","","","","","","NA"
"2015-06-01 15:00","2015","06","01","15:00"," ","13.3","","7.2","","67","","14","","7","","","","100.97","","","","","","NA"
"2015-06-01 16:00","2015","06","01","16:00"," ","14.4","","7.4","","63","","8","","5","","","","100.95","","","","","","NA"
"2015-06-01 17:00","2015","06","01","17:00"," ","14.2","","7.9","","66","","8","","7","","","","100.93","","","","","","NA"
"2015-06-01 18:00","2015","06","01","18:00"," ","13.7","","7.8","","68","","7","","6","","","","100.94","","","","","","NA"
"2015-06-01 19:00","2015","06","01","19:00"," ","12.8","","7.4","","70","","6","","6","","","","100.97","","","","","","NA"
"2015-06-01 20:00","2015","06","01","20:00"," ","11.6","","7.9","","78","","1","","3","","","","100.98","","","","","","NA"
"2015-06-01 21:00","2015","06","01","21:00"," ","10.9","","8.5","","85","","0","","1","","","","101.01","","","","","","NA"
"2015-06-01 22:00","2015","06","01","22:00"," ","9.9","","8.1","","89","","","","0","","","","100.98","","","","","","NA"
"2015-06-01 23:00","2015","06","01","23:00"," ","8.8","","7.6","","92","","30","","1","","","","100.96","","","","","","NA"
"2015-06-02 00:00","2015","06","02","00:00"," ","7.9","","6.9","","93","","","","0","","","","100.96","","","","","","NA"
"2015-06-02 01:00","2015","06","02","01:00"," ","7.3","","6.3","","94","","26","","2","","","","100.96","","","","","","NA"
"2015-06-02 02:00","2015","06","02","02:00"," ","7.0","","6.1","","94","","0","","1","","","","100.94","","","","","","NA"
"2015-06-02 03:00","2015","06","02","03:00"," ","6.8","","6.0","","95","","29","","3","","","","100.92","","","","","","NA"
"2015-06-02 04:00","2015","06","02","04:00"," ","6.5","","5.7","","95","","31","","2","","","","100.94","","","","","","NA"
"2015-06-02 05:00","2015","06","02","05:00"," ","6.0","","5.2","","95","","","","0","","","","100.94","","","","","","NA"
"2015-06-02 06:00","2015","06","02","06:00"," ","7.1","","6.4","","95","","7","","1","","","","100.97","","","","","","NA"
"2015-06-02 07:00","2015","06","02","07:00"," ","11.9","","9.6","","85","","15","","3","","","","101.00","","","","","","NA"
"2015-06-02 08:00","2015","06","02","08:00"," ","12.9","","8.3","","74","","11","","9","","","","101.06","","","","","","NA"
"2015-06-02 09:00","2015","06","02","09:00"," ","12.7","","7.8","","72","","12","","11","","","","101.09","","","","","","NA"
"2015-06-02 10:00","2015","06","02","10:00"," ","13.1","","8.0","","71","","11","","10","","","","101.10","","","","","","NA"
"2015-06-02 11:00","2015","06","02","11:00"," ","14.4","","8.0","","65","","8","","8","","","","101.08","","","","","","NA"
"2015-06-02 12:00","2015","06","02","12:00"," ","15.0","","8.8","","67","","12","","9","","","","101.05","","","","","","NA"
"2015-06-02 13:00","2015","06","02","13:00"," ","15.1","","8.0","","63","","11","","9","","","","101.02","","","","","","NA"
"2015-06-02 14:00","2015","06","02","14:00"," ","16.9","","8.7","","58","","15","","8","","","","100.96","","","","","","NA"
"2015-06-02 15:00","2015","06","02","15:00"," ","18.0","","8.1","","53","","14","","9","","","","100.90","","","","","","NA"
"2015-06-02 16:00","2015","06","02","16:00"," ","17.3","","8.2","","55","","8","","9","","","","100.88","","","","","","NA"
"2015-06-02 17:00","2015","06","02","17:00"," ","17.5","","7.2","","51","","8","","8","","","","100.83","","","","","","NA"
"2015-06-02 18:00","2015","06","02","18:00"," ","17.1","","6.8","","51","","8","","7","","","","100.82","","","","","","NA"
"2015-06-02 19:00","2015","06","02","19:00"," ","16.2","","6.3","","52","","7","","4","","","","100.86","","","","","","NA"
"2015-06-02 20:00","2015","06","02","20:00"," ","13.2","","7.6","","69","","7","","7","","","","100.92","","","","","","NA"
"2015-06-02 21:00","2015","06","02","21:00"," ","10.9","","7.5","","80","","4","","2","","","","100.98","","","","","","NA"
"2015-06-02 22:00","2015","06","02","22:00"," ","9.1","","7.5","","89","","0","","1","","","","100.98","","","","","","NA"
"2015-06-02 23:00","2015","06","02","23:00"," ","8.3","","6.9","","91","","","","0","","","","100.97","","","","","","NA"
"2015-06-03 00:00","2015","06","03","00:00"," ","7.8","","6.6","","93","","0","","1","","","","100.98","","","","","","NA"
"2015-06-03 01:00","2015","06","03","01:00"," ","7.1","","6.1","","93","","34","","1","","","","101.00","","","","","","NA"
"2015-06-03 02:00","2015","06","03","02:00"," ","6.5","","5.5","","94","","26","","2","","","","100.99","","","","","","NA"
"2015-06-03 03:00","2015","06","03","03:00"," ","6.2","","5.4","","94","","","","0","","","","101.00","","","","","","NA"
"2015-06-03 04:00","2015","06","03","04:00"," ","5.7","","4.9","","95","","0","","1","","","","100.99","","","","","","NA"
"2015-06-03 05:00","2015","06","03","05:00"," ","5.6","","4.9","","95","","0","","1","","","","101.04","","","","","","NA"
"2015-06-03 06:00","2015","06","03","06:00"," ","9.2","","8.5","","95","","8","","2","","","","101.08","","","","","","NA"
"2015-06-03 07:00","2015","06","03","07:00"," ","12.3","","7.9","","75","","9","","5","","","","101.09","","","","","","NA"
"2015-06-03 08:00","2015","06","03","08:00"," ","12.7","","8.1","","74","","14","","10","","","","101.10","","","","","","NA"
"2015-06-03 09:00","2015","06","03","09:00"," ","13.9","","8.6","","70","","13","","9","","","","101.07","","","","","","NA"
"2015-06-03 10:00","2015","06","03","10:00"," ","13.6","","9.7","","77","","14","","12","","","","101.05","","","","","","NA"
"2015-06-03 11:00","2015","06","03","11:00"," ","13.3","","9.0","","75","","14","","13","","","","101.06","","","","","","NA"
"2015-06-03 12:00","2015","06","03","12:00"," ","12.9","","8.8","","76","","12","","12","","","","101.02","","","","","","NA"
"2015-06-03 13:00","2015","06","03","13:00"," ","13.9","","8.2","","69","","10","","10","","","","100.98","","","","","","NA"
"2015-06-03 14:00","2015","06","03","14:00"," ","13.6","","6.9","","64","","8","","15","","","","100.95","","","","","","NA"
"2015-06-03 15:00","2015","06","03","15:00"," ","14.6","","6.4","","58","","11","","11","","","","100.89","","","","","","NA"
"2015-06-03 16:00","2015","06","03","16:00"," ","14.6","","5.3","","54","","10","","12","","","","100.85","","","","","","NA"
"2015-06-03 17:00","2015","06","03","17:00"," ","14.3","","6.3","","58","","11","","12","","","","100.77","","","","","","NA"
"2015-06-03 18:00","2015","06","03","18:00"," ","14.2","","6.2","","59","","13","","6","","","","100.76","","","","","","NA"
"2015-06-03 19:00","2015","06","03","19:00"," ","14.7","","5.9","","55","","6","","9","","","","100.77","","","","","","NA"
"2015-06-03 20:00","2015","06","03","20:00"," ","13.3","","6.3","","62","","6","","5","","","","100.76","","","","","","NA"
"2015-06-03 21:00","2015","06","03","21:00"," ","11.0","","6.5","","74","","7","","1","","","","100.78","","","","","","NA"
"2015-06-03 22:00","2015","06","03","22:00"," ","9.5","","6.7","","83","","28","","2","","","","100.77","","","","","","NA"
"2015-06-03 23:00","2015","06","03","23:00"," ","9.3","","7.0","","85","","31","","2","","","","100.73","","","","","","NA"
"2015-06-04 00:00","2015","06","04","00:00"," ","8.2","","6.6","","90","","0","","1","","","","100.72","","","","","","NA"
"2015-06-04 01:00","2015","06","04","01:00"," ","7.6","","6.3","","92","","","","0","","","","100.69","","","","","","NA"
"2015-06-04 02:00","2015","06","04","02:00"," ","7.4","","6.3","","93","","","","0","","","","100.70","","","","","","NA"
"2015-06-04 03:00","2015","06","04","03:00"," ","7.0","","6.1","","94","","","","0","","","","100.69","","","","","","NA"
"2015-06-04 04:00","2015","06","04","04:00"," ","6.4","","5.5","","94","","30","","2","","","","100.66","","","","","","NA"
"2015-06-04 05:00","2015","06","04","05:00"," ","6.5","","5.7","","95","","32","","2","","","","100.71","","","","","","NA"
"2015-06-04 06:00","2015","06","04","06:00"," ","8.9","","8.1","","95","","0","","1","","","","100.74","","","","","","NA"
"2015-06-04 07:00","2015","06","04","07:00"," ","13.0","","8.5","","74","","8","","4","","","","100.80","","","","","","NA"
"2015-06-04 08:00","2015","06","04","08:00"," ","14.2","","9.1","","72","","13","","6","","","","100.84","","","","","","NA"
"2015-06-04 09:00","2015","06","04","09:00"," ","15.7","","9.3","","66","","10","","7","","","","100.85","","","","","","NA"
"2015-06-04 10:00","2015","06","04","10:00"," ","16.5","","10.2","","66","","14","","9","","","","100.80","","","","","","NA"
"2015-06-04 11:00","2015","06","04","11:00"," ","18.1","","11.3","","64","","10","","8","","","","100.75","","","","","","NA"
"2015-06-04 12:00","2015","06","04","12:00"," ","16.8","","11.0","","68","","7","","11","","","","100.73","","","","","","NA"
"2015-06-04 13:00","2015","06","04","13:00"," ","17.4","","12.1","","71","","12","","7","","","","100.67","","","","","","NA"
"2015-06-04 14:00","2015","06","04","14:00"," ","16.6","","11.9","","74","","14","","8","","","","100.64","","","","","","NA"
"2015-06-04 15:00","2015","06","04","15:00"," ","17.8","","12.6","","71","","13","","9","","","","100.60","","","","","","NA"
"2015-06-04 16:00","2015","06","04","16:00"," ","18.0","","12.4","","69","","11","","8","","","","100.58","","","","","","NA"
"2015-06-04 17:00","2015","06","04","17:00"," ","16.9","","11.5","","71","","9","","7","","","","100.57","","","","","","NA"
"2015-06-04 18:00","2015","06","04","18:00"," ","16.5","","12.1","","75","","9","","6","","","","100.54","","","","","","NA"
"2015-06-04 19:00","2015","06","04","19:00"," ","17.1","","12.4","","74","","9","","3","","","","100.52","","","","","","NA"
"2015-06-04 20:00","2015","06","04","20:00"," ","15.5","","12.2","","81","","12","","3","","","","100.50","","","","","","NA"
"2015-06-04 21:00","2015","06","04","21:00"," ","13.8","","11.9","","89","","","","0","","","","100.54","","","","","","NA"
"2015-06-04 22:00","2015","06","04","22:00"," ","13.6","","12.2","","91","","0","","1","","","","100.50","","","","","","NA"
"2015-06-04 23:00","2015","06","04","23:00"," ","13.2","","11.8","","91","","","","0","","","","100.46","","","","","","NA"
"2015-06-05 00:00","2015","06","05","00:00"," ","13.3","","11.9","","92","","10","","2","","","","100.44","","","","","","NA"
"2015-06-05 01:00","2015","06","05","01:00"," ","12.7","","11.5","","93","","","","0","","","","100.43","","","","","","NA"
"2015-06-05 02:00","2015","06","05","02:00"," ","12.8","","11.7","","93","","","","0","","","","100.43","","","","","","NA"
"2015-06-05 03:00","2015","06","05","03:00"," ","12.4","","11.3","","93","","0","","1","","","","100.39","","","","","","NA"
"2015-06-05 04:00","2015","06","05","04:00"," ","11.6","","10.6","","93","","31","","2","","","","100.35","","","","","","NA"
"2015-06-05 05:00","2015","06","05","05:00"," ","11.4","","10.4","","94","","31","","2","","","","100.34","","","","","","NA"
"2015-06-05 06:00","2015","06","05","06:00"," ","13.4","","12.5","","94","","","","0","","","","100.34","","","","","","NA"
"2015-06-05 07:00","2015","06","05","07:00"," ","18.6","","14.7","","78","","23","","3","","","","100.33","","","","","","NA"
"2015-06-05 08:00","2015","06","05","08:00"," ","20.5","","15.3","","72","","24","","6","","","","100.33","","25","","","","NA"
"2015-06-05 09:00","2015","06","05","09:00"," ","22.2","","15.7","","67","","24","","7","","","","100.30","","27","","","","NA"
"2015-06-05 10:00","2015","06","05","10:00"," ","24.1","","17.7","","67","","22","","6","","","","100.25","","30","","","","NA"
"2015-06-05 11:00","2015","06","05","11:00"," ","25.6","","17.8","","62","","23","","5","","","","100.20","","31","","","","NA"
"2015-06-05 12:00","2015","06","05","12:00"," ","26.1","","17.4","","59","","23","","6","","","","100.16","","32","","","","NA"
"2015-06-05 13:00","2015","06","05","13:00"," ","26.6","","17.0","","56","","20","","4","","","","100.10","","32","","","","NA"
"2015-06-05 14:00","2015","06","05","14:00"," ","25.8","","16.1","","55","","23","","5","","","","100.05","","30","","","","NA"
"2015-06-05 15:00","2015","06","05","15:00"," ","23.5","","15.6","","61","","32","","16","","","","100.06","","28","","","","NA"
"2015-06-05 16:00","2015","06","05","16:00"," ","20.5","","17.1","","81","","28","","4","","","","100.09","","26","","","","NA"
"2015-06-05 17:00","2015","06","05","17:00"," ","22.7","","16.9","","70","","33","","2","","","","100.10","","28","","","","NA"
"2015-06-05 18:00","2015","06","05","18:00"," ","19.4","","15.1","","77","","6","","7","","","","100.11","","","","","","NA"
"2015-06-05 19:00","2015","06","05","19:00"," ","19.1","","16.4","","84","","13","","3","","","","100.18","","","","","","NA"
"2015-06-05 20:00","2015","06","05","20:00"," ","19.4","","15.0","","76","","36","","5","","","","100.26","","","","","","NA"
"2015-06-05 21:00","2015","06","05","21:00"," ","19.0","","13.6","","71","","3","","6","","","","100.34","","","","","","NA"
"2015-06-05 22:00","2015","06","05","22:00"," ","18.7","","12.3","","67","","5","","8","","","","100.40","","","","","","NA"
"2015-06-05 23:00","2015","06","05","23:00"," ","18.1","","13.3","","74","","5","","6","","","","100.44","","","","","","NA"
"2015-06-06 00:00","2015","06","06","00:00"," ","17.4","","13.1","","76","","4","","8","","","","100.47","","","","","","NA"
"2015-06-06 01:00","2015","06","06","01:00"," ","16.6","","11.8","","74","","4","","8","","","","100.48","","","","","","NA"
"2015-06-06 02:00","2015","06","06","02:00"," ","15.4","","11.0","","75","","5","","11","","","","100.52","","","","","","NA"
"2015-06-06 03:00","2015","06","06","03:00"," ","14.2","","9.5","","73","","6","","6","","","","100.59","","","","","","NA"
"2015-06-06 04:00","2015","06","06","04:00"," ","13.5","","7.6","","67","","5","","10","","","","100.66","","","","","","NA"
"2015-06-06 05:00","2015","06","06","05:00"," ","11.9","","7.0","","72","","4","","6","","","","100.75","","","","","","NA"
"2015-06-06 06:00","2015","06","06","06:00"," ","12.1","","6.4","","68","","5","","9","","","","100.84","","","","","","NA"
"2015-06-06 07:00","2015","06","06","07:00"," ","12.8","","6.1","","64","","4","","11","","","","100.91","","","","","","NA"
"2015-06-06 08:00","2015","06","06","08:00"," ","13.9","","5.8","","58","","6","","14","","","","100.98","","","","","","NA"
"2015-06-06 09:00","2015","06","06","09:00"," ","14.1","","5.8","","57","","9","","11","","","","101.00","","","","","","NA"
"2015-06-06 10:00","2015","06","06","10:00"," ","13.9","","6.4","","61","","8","","13","","","","101.01","","","","","","NA"
"2015-06-06 11:00","2015","06","06","11:00"," ","14.5","","5.3","","54","","9","","11","","","","101.01","","","","","","NA"
"2015-06-06 12:00","2015","06","06","12:00"," ","14.5","","5.0","","53","","7","","15","","","","101.00","","","","","","NA"
"2015-06-06 13:00","2015","06","06","13:00"," ","14.6","","4.6","","51","","8","","12","","","","101.01","","","","","","NA"
"2015-06-06 14:00","2015","06","06","14:00"," ","15.7","","4.9","","49","","10","","9","","","","100.96","","","","","","NA"
"2015-06-06 15:00","2015","06","06","15:00"," ","16.5","","4.2","","44","","9","","10","","","","100.86","","","","","","NA"
"2015-06-06 16:00","2015","06","06","16:00"," ","16.0","","3.9","","45","","7","","9","","","","100.89","","","","","","NA"
"2015-06-06 17:00","2015","06","06","17:00"," ","16.0","","3.3","","43","","8","","9","","","","100.84","","","","","","NA"
"2015-06-06 18:00","2015","06","06","18:00"," ","15.8","","2.5","","41","","7","","8","","","","100.82","","","","","","NA"
"2015-06-06 19:00","2015","06","06","19:00"," ","14.8","","3.1","","45","","5","","3","","","","100.81","","","","","","NA"
"2015-06-06 20:00","2015","06","06","20:00"," ","11.7","","4.7","","62","","3","","2","","","","100.82","","","","","","NA"
"2015-06-06 21:00","2015","06","06","21:00"," ","8.6","","4.8","","77","","","","0","","","","100.79","","","","","","NA"
"2015-06-06 22:00","2015","06","06","22:00"," ","7.4","","4.3","","81","","31","","2","","","","100.78","","","","","","NA"
"2015-06-06 23:00","2015","06","06","23:00"," ","6.3","","4.2","","86","","28","","2","","","","100.77","","","","","","NA"
"2015-06-07 00:00","2015","06","07","00:00"," ","5.6","","4.1","","90","","32","","1","","","","100.72","","","","","","NA"
"2015-06-07 01:00","2015","06","07","01:00"," ","5.1","","3.8","","92","","32","","1","","","","100.69","","","","","","NA"
"2015-06-07 02:00","2015","06","07","02:00"," ","4.7","","3.7","","93","","","","0","","","","100.65","","","","","","NA"
"2015-06-07 03:00","2015","06","07","03:00"," ","4.0","","3.2","","94","","","","0","","","","100.59","","","","","","NA"
"2015-06-07 04:00","2015","06","07","04:00"," ","4.0","","3.2","","95","","36","","1","","","","100.60","","","","","","NA"
"2015-06-07 05:00","2015","06","07","05:00"," ","4.1","","3.4","","95","","0","","1","","","","100.56","","","","","","NA"
"2015-06-07 06:00","2015","06","07","06:00"," ","7.0","","6.2","","95","","30","","1","","","","100.52","","","","","","NA"
"2015-06-07 07:00","2015","06","07","07:00"," ","12.4","","7.9","","74","","6","","2","","","","100.49","","","","","","NA"
"2015-06-07 08:00","2015","06","07","08:00"," ","13.9","","8.0","","67","","13","","5","","","","100.44","","","","","","NA"
"2015-06-07 09:00","2015","06","07","09:00"," ","15.7","","8.5","","62","","16","","5","","","","100.36","","","","","","NA"
"2015-06-07 10:00","2015","06","07","10:00"," ","16.4","","8.1","","58","","8","","9","","","","100.26","","","","","","NA"
"2015-06-07 11:00","2015","06","07","11:00"," ","16.0","","8.0","","59","","10","","8","","","","100.19","","","","","","NA"
"2015-06-07 12:00","2015","06","07","12:00"," ","15.1","","6.8","","58","","8","","12","","","","100.13","","","","","","NA"
"2015-06-07 13:00","2015","06","07","13:00"," ","15.0","","6.8","","58","","8","","13","","","","100.07","","","","","","NA"
"2015-06-07 14:00","2015","06","07","14:00"," ","16.4","","8.0","","58","","11","","8","","","","99.98","","","","","","NA"
"2015-06-07 15:00","2015","06","07","15:00"," ","16.5","","7.8","","56","","10","","6","","","","99.89","","","","","","NA"
"2015-06-07 16:00","2015","06","07","16:00"," ","15.6","","9.2","","66","","11","","6","","","","99.75","","","","","","NA"
"2015-06-07 17:00","2015","06","07","17:00"," ","14.6","","9.5","","71","","8","","6","","","","99.68","","","","","","NA"
"2015-06-07 18:00","2015","06","07","18:00"," ","14.6","","10.2","","75","","14","","2","","","","99.60","","","","","","NA"
"2015-06-07 19:00","2015","06","07","19:00"," ","15.0","","10.5","","75","","0","","1","","","","99.48","","","","","","NA"
"2015-06-07 20:00","2015","06","07","20:00"," ","14.3","","11.2","","82","","0","","1","","","","99.42","","","","","","NA"
"2015-06-07 21:00","2015","06","07","21:00"," ","16.3","","14.9","","92","","28","","6","","","","99.43","","","","","","NA"
"2015-06-07 22:00","2015","06","07","22:00"," ","19.0","","16.5","","85","","27","","7","","","","99.36","","","","","","NA"
"2015-06-07 23:00","2015","06","07","23:00"," ","19.7","","17.6","","88","","25","","6","","","","99.33","","","","","","NA"
"2015-06-08 00:00","2015","06","08","00:00"," ","19.9","","18.3","","90","","23","","5","","","","99.22","","","","","","NA"
"2015-06-08 01:00","2015","06","08","01:00"," ","20.0","","18.4","","90","","29","","10","","","","99.23","","26","","","","NA"
"2015-06-08 02:00","2015","06","08","02:00"," ","19.4","","18.2","","93","","22","","1","","","","99.08","","","","","","NA"
"2015-06-08 03:00","2015","06","08","03:00"," ","19.9","","18.4","","91","","27","","8","","","","99.06","","","","","","NA"
"2015-06-08 04:00","2015","06","08","04:00"," ","19.2","","17.9","","92","","24","","2","","","","99.07","","","","","","NA"
"2015-06-08 05:00","2015","06","08","05:00"," ","19.7","","18.2","","91","","25","","6","","","","99.08","","","","","","NA"
"2015-06-08 06:00","2015","06","08","06:00"," ","19.8","","17.6","","87","","24","","9","","","","99.08","","","","","","NA"
"2015-06-08 07:00","2015","06","08","07:00"," ","19.4","","17.7","","89","","25","","9","","","","99.06","","","","","","NA"
"2015-06-08 08:00","2015","06","08","08:00"," ","20.3","","18.3","","89","","26","","5","","","","99.12","","27","","","","NA"
"2015-06-08 09:00","2015","06","08","09:00"," ","20.5","","17.9","","85","","23","","5","","","","99.11","","26","","","","NA"
"2015-06-08 10:00","2015","06","08","10:00"," ","19.1","","17.5","","90","","26","","11","","","","99.20","","","","","","NA"
"2015-06-08 11:00","2015","06","08","11:00"," ","19.5","","17.8","","90","","24","","4","","","","99.20","","","","","","NA"
"2015-06-08 12:00","2015","06","08","12:00"," ","19.4","","17.3","","88","","25","","5","","","","99.20","","","","","","NA"
"2015-06-08 13:00","2015","06","08","13:00"," ","20.9","","16.4","","76","","25","","8","","","","99.26","","26","","","","NA"
"2015-06-08 14:00","2015","06","08","14:00"," ","21.5","","15.6","","69","","25","","9","","","","99.22","","26","","","","NA"
"2015-06-08 15:00","2015","06","08","15:00"," ","21.2","","16.9","","77","","24","","6","","","","99.17","","26","","","","NA"
"2015-06-08 16:00","2015","06","08","16:00"," ","21.5","","17.5","","78","","24","","7","","","","99.14","","27","","","","NA"
